ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
552,javalite/javalite,2013-05-31T07:33:11Z,2023-06-21T23:01:50Z,2016-01-30T05:24:11Z,2016-01-30T05:34:09Z,d60ff2fbd30738becd15275470e71b8c0a0625451d2b843fd867a9b0018b2e4c,8373fbbefe627d439a7e6ad14025bcf623ca5f5ae8960bdb2bd5902bc1a8fd85
553,javalite/javalite,2013-05-31T07:33:11Z,2023-06-21T23:01:50Z,2014-11-16T11:37:51Z,2014-11-19T18:58:11Z,d1e5fc195f880e4380f7d56ce3b90c8c48d977afe0d84a96c20989b62b4a3b43,3b52c30f48ad5b7c95c393c1451b8a04b84c58c25cd2cc003fa04f1f21ac717f
554,javamelody/javamelody,2015-06-21T16:32:48Z,2023-05-24T17:59:30Z,2010-05-03T14:01:44Z,2010-05-31T11:38:05Z,7429d2b36685df26dc3196372b2fdcad4d835e56b7e1fce45e91784b00ee11ae,473dd7db52fba4eea348193473d8f3d20d4a5c0e0314634354f5f998eed82c7f
555,jbake-org/jbake,2013-03-03T01:33:47Z,2023-02-26T11:25:24Z,2018-03-01T22:40:46Z,2018-04-18T13:03:22Z,cb3b25c6f415888f6a24694127378d687a2e98f4c67bd7d27602885389074bde,8583d4a54fcd06aeaa0ebbb27555edeb46c49ccabc1ea78af8d5d1d468b71513
556,jbake-org/jbake,2013-03-03T01:33:47Z,2023-02-26T11:25:24Z,2018-03-01T22:40:46Z,2018-04-18T13:03:22Z,d6bcfa6c45dc4746ab1de08268ceb3b000e0bc91beaffd81fecd50f638eee5f7,29bed325ebf45a19f6ed61522c9e45c207b9222200ed089efa5a814b0cf06825
557,jbake-org/jbake,2013-03-03T01:33:47Z,2023-02-26T11:25:24Z,2017-12-04T03:57:14Z,2017-12-04T04:29:14Z,c6a66c9877f95002ca8fd1fa441187293224f9a45f8d8d30bc6a8b98bf324309,1734c976180115692e644017933e80a4367c541092c1786e1e3c916ad60a09da
558,jberkel/sms-backup-plus,2010-01-05T13:49:00Z,2023-04-26T05:43:55Z,2010-11-13T19:25:24Z,2010-11-21T20:51:27Z,544749d6d9491557faeb08a1345be3f1fbca60be3723a335a5ef0bdfa7354832,8cdc0598a720a447bdace139c158e355fb0c9cf408eb3faa862afe5491f28bb4
559,jboss-javassist/javassist,2013-05-24T08:31:32Z,2023-03-30T22:23:57Z,2017-10-30T18:37:23Z,2017-11-12T14:17:19Z,4da85ee7b9fad115fcdbfe74c493d83078af27ae71fea925e42c0683eae6c8e2,0af8e2aa3e1627e29309dfb064a499e311b6ef01d64d45675cae182d205aae55
560,jboss-javassist/javassist,2013-05-24T08:31:32Z,2023-03-30T22:23:57Z,2003-07-08T02:20:59Z,2003-07-09T08:17:32Z,711100c7178834d866ea65b59e3843dcab419db73cbdc2a326973059d3c0f384,6b22c2626f9bf64360a7aa97ca173a62bb6af783231e8152de37042f20ea48eb
561,jboss-javassist/javassist,2013-05-24T08:31:32Z,2023-03-30T22:23:57Z,2003-04-30T08:28:02Z,2003-07-09T08:17:32Z,03a42457553f5d7fafe545088ae211880a8e77b6bf478d0e97b1aa0d0f847068,bfc132db6b1c43b5b61277399ffe93f276a40a0a55cebcd2f578b1cdd529fb9c
562,jboss-javassist/javassist,2013-05-24T08:31:32Z,2023-03-30T22:23:57Z,2003-04-30T08:28:02Z,2003-07-09T08:17:32Z,6e9bd5f9ca92164856d749253440deb7d2b3ea69999a72b77e6d847dc9899b90,9865976cc0f3790c67c045e994ca33ccdf4dced94305fbb8fb3c7b1968dff51f
563,jchambers/pushy,2013-08-02T19:38:31Z,2023-05-03T20:44:24Z,2014-05-16T06:40:43Z,2014-05-19T15:49:42Z,db2c693888a7912d2fc1f50ca0cffa2454dec6a9a2251683e5c1b48ef73ead38,456dc8fe862a902ec84d7802372631e1d3514de0523711ecfb4a754f05688c08
564,jdbi/jdbi,2009-06-17T16:36:36Z,2023-06-23T06:25:58Z,2009-06-17T16:36:36Z,2015-09-29T22:44:01Z,5615835b7757300b8a90773421c351865bee8d4496ca677f5f4cfd6b2c6ab383,87cb1318fb4263754fca0aa961bf288d95945ce25a26690093aedb2363fbd993
565,jdbi/jdbi,2009-06-17T16:36:36Z,2023-06-23T06:25:58Z,2009-06-17T16:36:36Z,2014-11-11T22:35:52Z,d398cc040d822cab7cbac1199574abbeef8f53d2687991d853f5c2944ca1db0b,849487369ec0401abe18abd7a5458c15f54ac1be8579265f1685283ce831b4b1
566,jdbi/jdbi,2009-06-17T16:36:36Z,2023-06-23T06:25:58Z,2009-05-20T18:53:50Z,2009-05-21T01:34:49Z,cbaec084a64503506a79c525900286f07470faec945b08e0a6e1115105d2e656,aaba7c5a591b8be3bcd06c2a18fdb6a04d9899ba5453e7711a5dad57f5ca05df
567,jenetics/jenetics,2013-12-21T21:24:50Z,2023-06-22T19:58:30Z,2008-09-23T18:17:24Z,2009-09-13T21:14:21Z,ba07fa7e3795ba7b11a6e9a2661a3af83fa4544989b35306e45371e26581dfcd,d206cb986610f7090f42c9488b2898b1022cdec35cba014381d458b9d5d44ecb
568,jenkinsci/blueocean-plugin,2016-01-23T18:02:45Z,2023-06-23T01:27:11Z,2018-01-16T22:57:07Z,2018-08-14T23:10:47Z,17b4506d8ca1a2ce0a9dfe1d83b5ebd7e72669aafd6846720cbc28dd2e2cbf0c,b4e22fadb138f70c1fbe567f53db03e2cf7a46ccc6bd972e215c92ede1bd08f0
569,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2022-06-30T16:31:36Z,2022-07-05T00:36:33Z,4fd3f560ed46424da1d65afdb782edf187869f196aa013e5b17cd71bcfde47dc,b2acd0c7d42453c23c066ca7d3dab7d51a390a7de9a473a1e4501842707fb3ff
570,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2018-02-28T21:36:43Z,2018-03-03T12:04:29Z,b922c28c8899f08f60a92549c8165670e8b544ab3c26ed86967a671b3b08ce24,e94de96bb4aa45b6df0dd23cd812b55d0f288cb56c5dc296e4d5770beacc4a9f
571,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2017-03-10T14:33:32Z,2017-03-15T11:48:08Z,5ce9e0e1599fbf7f70e1fb9863b861011b00899326aec81d26e48ee8397d9af9,f920d6b96f561a3b159b1224c886218b103c27782bf4cc12adad51f7a30b2afe
572,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2015-11-18T18:26:41Z,2017-03-10T14:33:32Z,5ce9e0e1599fbf7f70e1fb9863b861011b00899326aec81d26e48ee8397d9af9,f920d6b96f561a3b159b1224c886218b103c27782bf4cc12adad51f7a30b2afe
573,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2015-11-10T15:13:52Z,2016-07-02T16:21:58Z,003f2f6de07040fd2471a0ccad36cc2cb439b3d3ac66232a5820d928ce76593d,76fa696467d7ca46151137f1a5d10987f81ca7db99c413bc54be375d889b88eb
574,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-07-23T15:38:59Z,2013-10-28T10:11:49Z,b1d981ee448c0fe8c5e87c49a61153b438bbd629163b3175b5de7e567abb47eb,ad819b81cd89dde47162ccf7ee82b5279b0920f54f7ebdf93a00f217aa1a3aa1
575,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-06-03T18:20:35Z,2013-10-28T10:11:49Z,0975375ea4d93b5c94d9e95b4c17e8fe86403dc63a0ca5760bc40e70fdc4b201,34eaf26538c60d6f052cf406ead0e20fc985fd996d57bf66be553c1ef4a74773
576,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-09-18T22:20:58Z,2013-10-28T10:11:48Z,407a5c1a8dd745bc78c4d78bb23228c375ca1d8dcbf75527be518f8b2f589af8,2ba3e699739c29249b1569bdf42c654e62ae3f5f2e649df08bbcd44496abf02e
577,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-10-02T20:44:26Z,2013-10-28T10:11:47Z,88523ccf82bb761492e7abf913bb05863f9c67d49d57f4fc98cf40239a5e6c79,5ea62d9267d71a8add53fc804d2b23eb908cd7269140f67092a58df9612ea1d3
578,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-10-27T18:20:50Z,2013-10-28T10:11:47Z,c3b0fae7e0f86529d82702b2a87e80c0c9ee5c6bba2b076edc80492f0b3e7185,32b14b4575c4b71a478eb9ad09bcd14b84c5d096546c2260498ddf6919fd3040
579,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-07-23T14:11:06Z,2013-10-28T10:11:46Z,51b14ae95c3c3b5eb949694c22b8cb088ad0ecd507964473f75d87a89afccc48,d7898e86b30fc49670061748f5b2c68f3e65801df7d979803c87b300f5344aa8
580,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-07-23T14:11:06Z,2013-10-28T10:11:46Z,51b14ae95c3c3b5eb949694c22b8cb088ad0ecd507964473f75d87a89afccc48,d7898e86b30fc49670061748f5b2c68f3e65801df7d979803c87b300f5344aa8
581,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-06-03T18:20:35Z,2013-10-28T10:11:46Z,63cbd4b2d0b1f3f7af8ff942c75da318c76bd7087cc5806de32ea8f70a99ba80,0d3425f3524dbf135bc101beaabcd7ca4b1231898e0e1aba6f350ab2df81e25d
582,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-04-02T16:58:50Z,2013-10-28T10:11:45Z,59e873b0c4de9af60fdf7db502da8c2954205ca197878251f157047867a4beeb,2b11699ef7d9afa0c70fbd142d5ebaae8ffca0ab3dd382df76252fb02df9e92a
583,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-08-24T15:43:01Z,2013-10-28T10:09:42Z,af6b0f0db80df28c794c63fdd9a2054e6ee9c8209627fb58f86247dd95bbaad4,d9774f6882343e6417a50aea2f331bccf06307638319006995bb7a30bf722e5b
584,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-03-02T02:59:59Z,2013-10-28T10:09:42Z,f2fbd30d57986496c112706a0a5ae385b744e1a3e2c70d52ffce1ae28971373e,fd6ed66d92f009c32b34cbae9a3d1a0994e16ac71700c77b1a5de545d725c1b7
585,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2013-07-27T08:06:36Z,2013-07-27T16:28:44Z,64fe3f687b683214387a5c1685b2247d46d98350d7f715a839882e388610e64e,3e3ebc2be8985fcab56a13054d1b2d73786c5821c39b7e2f914889f6802797b8
586,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2012-02-05T21:36:07Z,2012-03-22T01:45:43Z,fb28868a6ba5c2810cc8f59e68fcfad27bdd21eb2887b73df4e4001352dc66ff,ee9d5706eb0a60a6c608737b8a19bb67b1b3a6ec7abd8e73c530b655a8b83242
587,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-01-31T05:54:36Z,2011-07-23T14:11:06Z,ac921abb392592516086eb52e069f86b97038f6e27679f8c96862c220e690a45,01e20603840d50c47e54a07085ea0b7f6d0edb4a8b733f26243769b4f1073c01
588,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-07-16T12:55:23Z,2011-07-23T14:11:06Z,e3e9b4f88b60b03a8a4a671f38e75e1663c7f9cbf37d28bc6bf5c39e1922406b,025c5bf79baa38d7fc6b5ab598adccbf0b91e88825c7d2b7081a3bb8a68384d9
589,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-06-10T20:57:48Z,2011-07-23T14:11:06Z,d79564d108480d8499f579b473bec601f0f297864976cb9933d4e1d05fccd6fe,8c61eb1fde2cd770a6d721feb787f4a64a1f15d249ffc241a2e90f00123ad923
590,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2009-12-01T14:22:22Z,2011-07-23T14:11:06Z,9ed8951fb936dd9c23a5ac2f2be56f775c066ade7fdaa58dbab5d0646c255b7a,0d0d155c507bbdb3e31c3810290ab953196b7d2c1e26a69d4988592bee315c3d
591,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2006-12-29T19:15:53Z,2007-06-26T16:16:26Z,fcaf3bd990f6602092264d52bc9f96c3a754788bd1533caeb48b6df06935e9b2,3692a9ec44acd075d8694c583cd9a81b9f2aabfc9f3ecaa72a9ea6bbc3b00932
592,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2010-11-22T21:21:23Z,2007-06-14T05:28:26Z,3e6eaf34256f517872e991053b851c64d53c0063313302c50d1ef26c1d1e4f29,3e6eaf34256f517872e991053b851c64d53c0063313302c50d1ef26c1d1e4f29
593,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2021-06-01T05:06:30Z,2021-06-11T20:34:07Z,8ad9bf08e04ee1fe1a2db9f5784ea13177a566c9f8e117929c99c5cb94ad1fda,8cd41850b8fcdeab690cf3f56d7a6561b336ac903a23749d6af536dc784913f4
594,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2017-04-07T08:50:15Z,2017-04-07T22:41:27Z,067d0d54f53bd8d83306e2733ab9e3642c70ccd510f69374a17f5ee12a85c3b4,b231f80fb9231d5329ef85eebd03e08f471180d6052389f879e78f3128989be5
595,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2017-04-07T12:19:15Z,2017-04-07T22:41:27Z,42b21ee0e3bdfafdd842c3e9d337be96844372a8d94d69f79f2d6230aa11874a,f0227bea4d7c6900b5d35d53c14d18f807f01f1f67ad1c6c5618ce59afef7259
596,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2014-10-27T22:39:46Z,2016-10-03T13:12:48Z,f4ffaf743912f9b0f22eb6aced99b5d1d78bb434e90c9b9bcfb27a2095861b7c,bfbdaf4760c980df8438c8fe0900957241a90ef4a23477de4790aa3156cdd839
597,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2016-09-26T02:16:45Z,2016-10-03T13:12:48Z,9866379fe9b3dbe0ceee9ceaee67b9340b3d24ba913eca6de9eae3602ce0a4cd,428c9b8fdd35f88e13cdfde490a36caaa2d6ad6a32544503b1e702ce3a431605
598,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2015-04-19T21:50:12Z,2016-10-03T13:12:48Z,339278772bfc7de2d7aebae4288e724400f231665738b60b6852457b56696c0a,67b3e45b366fb670fe43e8a65e77cfb34d67d109ba2c8f60d1791b15ba667ff5
599,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2011-05-29T10:06:28Z,2016-10-03T13:12:48Z,2b3c0ccb54057acacedf14eef22fd4907600646c3d30f13b050c558bd9c1c034,65faff5bad28957455ac58d09ab048d298b8d9c353701eeb8c32ab66b3c49692
600,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2014-04-19T23:42:31Z,2016-10-03T13:12:48Z,d6fa1e701c894574cdf1ba158670a6f61aba990942b9e1912977b65aeba41cc0,ec04cff145673cf2df7b622746ca2215534ab96caf3ea09f67b7401183b3fe11
601,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2010-11-22T21:21:23Z,2013-03-18T15:09:03Z,ee913927fdf305212d28a10c0ad7a792133492e4ed47a08e5ffcd80623f52d1f,20e269d6210875f99aed83782a1400bb0617cdf702bd22cbfd6c51b80b6a9f06
602,jenkinsci/jenkins,2010-11-22T21:21:23Z,2023-06-21T07:39:28Z,2010-11-22T21:21:23Z,2013-03-18T15:02:09Z,1a45eb6528340fee906aec040da7f39006be1ce5f32ac5fb151638a005a5d4c1,6967a2b1a5666d11e62c6ee8726715a1993c0b08b0b9106de2627230b1408a9d
603,jenkinsci/kubernetes-plugin,2015-02-16T09:02:22Z,2023-06-22T20:10:59Z,2018-11-23T10:21:20Z,2018-11-23T10:47:36Z,791870ae0588bda6e213afdc4c15a37970a5ddd946f0029f5c071f2bf3fba062,7059524c8085e62de875b11b2b481c5b356d49277ad45cf0987cc53153f4729d
604,jenkinsci/kubernetes-plugin,2015-02-16T09:02:22Z,2023-06-22T20:10:59Z,2018-03-20T08:05:06Z,2018-03-20T12:18:24Z,1381ff3fc0c346266b31802b54dfd1fc3d208ec9653f1392d7c01907a346e601,7b8bd8b5b70f645f04cc5a1c82ca9de460abaf86962346716624cf613bfe0b9b
605,jenkinsci/kubernetes-plugin,2015-02-16T09:02:22Z,2023-06-22T20:10:59Z,2017-08-09T16:13:41Z,2017-08-09T16:13:41Z,102b17a422f186d9e9e51223e6035f7757a182716add5e602748761a4e851876,cfcbc10702d6486d3e27536b638d08287ac21350c6c55a29ba5cd7b791d483fb
606,jeremylong/DependencyCheck,2012-09-03T20:43:30Z,2023-06-21T21:15:38Z,2014-11-15T13:21:03Z,2014-11-16T11:21:02Z,be817d6ddb32ab8c02d563ae1cda2883883848d996426340bb109403ce496ac8,de0c1ee94a08ea0690fe3e6b6675f19287930e9a348a521b480ce0561536c005
607,jeremylong/DependencyCheck,2012-09-03T20:43:30Z,2023-06-21T21:15:38Z,2017-03-11T17:46:58Z,2017-03-11T18:27:40Z,4753bcd2c0b938bc55f59377ab16eb3615ddab5d8138c32e8c983c699e6affe5,6aa4fe4512cf19bccf90752f8a96ec14be5e3991f7f08cd7a582becd9fc718a8
608,jeremylong/DependencyCheck,2012-09-03T20:43:30Z,2023-06-21T21:15:38Z,2017-03-11T17:46:58Z,2017-03-11T18:27:40Z,e0579db94a64f21ec156edd604f643e045d1db47aa63ccf5c56f35fa61fac1a2,c3218bf39e55ea66b0d99d03b943aa9581457f0e39a0d4868cbaa9158b02abc8
609,jeremylong/DependencyCheck,2012-09-03T20:43:30Z,2023-06-21T21:15:38Z,2017-03-10T20:30:48Z,2017-03-11T16:11:02Z,20f84a1f7259eb49593f65e2284eb76c8796b5e9f26ff266f1b3e0be14603ec2,3e016fe7006fd35cbf74ff16f74a2f8af69828deec6f82a6bcc470a8e1a56621
610,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-06-02T11:57:31Z,2022-01-10T16:20:58Z,3cd695f8ada6a7944759790b698c38ae5c712a93f8cfd51990e34782e681c000,8a3ace404fa97a59653bfda58e4da128381539c9576b0df7ace22393568188a1
611,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-10-10T08:41:52Z,2021-12-24T02:02:39Z,416d694c3e039489e789863629d8995a720bc59f226379380c550a235df49d5b,bd3ecab00e4f7dbb23b56366e7b4651a2151d7787f7d6b0b916989eb17200797
612,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-10-12T19:13:17Z,2021-12-24T02:02:39Z,f79318bbf8485ae2efbc548f3657beb141272687ec7bc0e6fa0dfc3a667c2cbd,e8ad6c039f7706428d014c6eb1e42f70b4d775287ee6001e019d09efc33d1695
613,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-03-09T01:36:50Z,2021-12-24T02:02:39Z,2a94158c9b36c8d5f82fbf38b7ddf46aabf40c6414ac3e2278b3bc979b8521b5,013d43e4cd415791d87594312a0b0d641161ec5316c69503f3fb9902cd15ffc2
614,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2021-12-24T02:02:39Z,193e669214a9bd9e7d172c678c01578d01312a8fe6e6dfbc9258e9e915bbcc5c,ded5fff27f238530561273520b8313d3962902db37473abd067683ec9e9af51d
615,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-08-04T18:44:18Z,2021-12-24T02:02:39Z,44202e5a56d9f3d40739bb429f120d754031beb153c0d756a461b5d63885cd2f,826df8db3cecf38d322f83e468c6bdf0f94c9fb3bc2faeb5a378eb8df1bcccac
616,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-02-04T07:28:27Z,2021-02-06T03:38:58Z,16a598f0bebddb1ac1e1e3ecbd8067579a47fdb55c6044b49c9adfeb648643bd,a9f4e126206f39b47485483640bce1c3bd9042a7e9098d26aa9968a27e9fee9f
617,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2020-03-13T13:32:27Z,2020-11-11T09:24:42Z,d83d0e3edd34d8d59468293171ae41938e98bcf1433748839e953fa5100541f7,ed5b8a21c8c0640237ffedb94ac83f50a7cc5ce1f3b9fef6ec7063f256cab498
618,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2017-12-10T08:08:42Z,fcc196cd69d336ee0b6a0e2a67bbac3e0588fbba2bfc8726092fcc5160af0ef6,ed7591e008426a2c058d88eeb0ee56e0bb7431e133db796f725d6ccaa809f37e
619,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2017-12-10T08:08:42Z,fcc196cd69d336ee0b6a0e2a67bbac3e0588fbba2bfc8726092fcc5160af0ef6,ed7591e008426a2c058d88eeb0ee56e0bb7431e133db796f725d6ccaa809f37e
620,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2017-12-10T08:08:42Z,3ef9cb1eb63084676f9046b15aad34fc60fdbfdfe60c6ef768c4dc548fa84ef2,064aaaeec85ba0a8a8151ec5260f929fc065db001411c0c150bf963ed3928703
621,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2017-12-10T08:08:42Z,3ef9cb1eb63084676f9046b15aad34fc60fdbfdfe60c6ef768c4dc548fa84ef2,064aaaeec85ba0a8a8151ec5260f929fc065db001411c0c150bf963ed3928703
622,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2016-08-15T18:39:53Z,2016-08-22T16:19:31Z,58a7131639b56c97ce4a40ba24c35482f2678f114135f1c773e8e0a5f1373d69,a1f7e893442cee1339bb52ab01699a834fabf37399ff7e8fd1631044d21b1872
623,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2014-08-17T14:51:56Z,2015-06-23T17:50:10Z,e7ec5d5016260b553fd3a3fd615f37212956b89c3dfcc0f881313a71d4d4bf32,bb0bb776608d5979eaa93868dcf114254cedf4a4c52cf41d6a18b2d7d3e8cc75
624,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2015-01-22T16:51:45Z,2015-01-22T20:24:35Z,6ee143f2bc0870d0ceca3ab55b32b457e3592d9453108294a884b50647cb8762,944682d8ba48e425877912ea5ceb09ae87cb7c2d93ddbf37aaa3f2a9f682f9d4
625,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2014-08-17T14:54:13Z,2014-12-23T20:40:06Z,032239ece4cfbff8472b747b64519359122cd9a098e01515bb3ad3c1f52a9ec1,c895711708fa0aefc5ccb369b5a3bafd298c0651e091cf7cf459761df2b57931
626,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2021-12-24T02:02:39Z,5680f6148a5543aad8eebd59efdfd9be39633eedc122d1c4d9fbdd11999a2c15,c0d6ee75e944d942fb6c5f11454880cacaf109951671c6f2555839e9a5349651
627,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-12-04T02:12:35Z,2021-12-24T02:02:39Z,2a255abf7becb02fa71b209f77b358d5fba703e199c74471f20f9d196ae5fcdd,fd51e272cb5cb48a8cf6027fec57a7afea4f7bae8e62478740ab6a6d53862b6c
628,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2020-06-23T08:30:38Z,2022-01-10T16:20:58Z,b029d87b90fd9b12bfeb57a45c380ba994e839aff1f3317cac86603f900cf081,d00c57443189099ef8f18820cea55183479238f24e686ff5441877f60ba1bbe6
629,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2021-12-04T02:12:35Z,2021-12-24T02:02:39Z,2a255abf7becb02fa71b209f77b358d5fba703e199c74471f20f9d196ae5fcdd,fd51e272cb5cb48a8cf6027fec57a7afea4f7bae8e62478740ab6a6d53862b6c
630,JetBrains/JetBrainsRuntime,2018-09-05T19:02:09Z,2023-06-23T14:43:01Z,2017-09-12T17:03:39Z,2021-12-24T02:02:39Z,67d7e9aba55cee7b112ab166c60270150d9d20f2c6d1d51934ef6b416717a60e,98107495dedec0940e8445e3fdb99a91c2e56d42eaa5cf433f81de120730d46b
631,jflex-de/jflex,2015-02-15T05:33:03Z,2023-06-14T22:55:52Z,2017-11-05T07:07:49Z,2017-11-09T20:26:31Z,dbc9a5ec4d2f60e43b78ca1cb2c01eb96e7def5851ed13c1f49279a126bc515a,abfa14859c23e3078b2b34d8daec1051084e61bd3130884459905d88f339cc0c
632,jhy/jsoup,2009-12-19T01:29:58Z,2023-06-12T23:56:36Z,2021-01-20T09:50:18Z,2021-07-11T05:59:24Z,79c9ad1fa42622f46cd7bd303bca236b16e5b3bc8c00d07c73adb24a6d74c8c6,3547c0709c7a614fb0520ad13ebb250d6ef9a5cc9ec837fb7adab337ed150b7d
633,jhy/jsoup,2009-12-19T01:29:58Z,2023-06-12T23:56:36Z,2021-01-20T09:50:18Z,2021-07-11T05:59:24Z,79c9ad1fa42622f46cd7bd303bca236b16e5b3bc8c00d07c73adb24a6d74c8c6,3547c0709c7a614fb0520ad13ebb250d6ef9a5cc9ec837fb7adab337ed150b7d
634,jline/jline3,2016-05-31T18:00:01Z,2023-03-31T08:56:52Z,2020-12-05T07:38:58Z,2021-09-27T16:47:49Z,b9e904e034a16e75a624101abf6045c44657a0b5311b567198d77471b39f9f73,aedc35d1d562c035bfb42e26e6acbf6d9a8c65aca396a479d36dfe20b382d8a8
635,jline/jline3,2016-05-31T18:00:01Z,2023-03-31T08:56:52Z,2021-05-23T10:59:20Z,2021-09-27T16:47:49Z,bb14c1a6956d39544ac0dd3c19ca956636594bed3e352d8778cebc332082a9b1,938bcf7ae3fdd62af6fab0ae03cb1ab4cdf344c4698a40b66212ea6d0f6f8055
636,jline/jline3,2016-05-31T18:00:01Z,2023-03-31T08:56:52Z,2021-04-26T16:02:22Z,2021-09-27T16:47:49Z,bc6783863f4a2fee6166079cb4ace283bc4ba44b35c896bab64e3f77ca6cbeb3,88851ae24a931ddc658c7dfc0c245295a9d1faabad56b2a4bad8f61a765bc71a
637,jline/jline3,2016-05-31T18:00:01Z,2023-03-31T08:56:52Z,2010-02-07T08:07:12Z,2010-09-20T08:12:46Z,aeee6769eed9445b7f527d6c4e8dccf83fade9867f1096b4e247a590749ca73c,3d12473e56dde727c8c4ab0dc9b1b9a408becf2e918a2359f8f6f634f9fb9e7f
